market,category,currency,descripcion_producto,precio_producto,precio_promocion,descripcion_promocion,imagen
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Yerba mate Carrefour sin TACC Selection caja 500 g. </span>","$ 481,74$ 518,00","$ 481,74c/u",Mi CRF 7%,https://carrefourar.vtexassets.com/arquivos/ids/233326-170-170?v=1765373627&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Té verde en saquitos Carrefour sin TACC x 25 un. </span>","$ 122,36$ 133,00","$ 122,36c/u",Mi CRF 8%,https://carrefourar.vtexassets.com/arquivos/ids/233327-170-170?v=1765384612&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Té en saquitos Carrefour sin TACC x 50 un. </span>","$ 125,55$ 135,00","$ 125,55c/u",Mi CRF 7%,https://carrefourar.vtexassets.com/arquivos/ids/233304-170-170?v=1765385087&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Té en saquitos Carrefour sin TACC x 25 un. </span>","$ 67,34$ 74,00","$ 67,34c/u",Mi CRF 9%,https://carrefourar.vtexassets.com/arquivos/ids/233303-170-170?v=1765383170&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Té en saquitos Carrefour sin TACC x 100 un. </span>","$ 228,60$ 254,00","$ 228,60c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/233305-170-170?v=1765381024&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Mate cocido en saquitos Carrefour sin TACC x 50 un. </span>","$ 196,20$ 218,00","$ 196,20c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/233307-170-170?v=1765385868&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Mate cocido en saquitos Carrefour sin TACC x 25 un. </span>","$ 97,20$ 108,00","$ 97,20c/u",Mi CRF 10%,https://carrefourar.vtexassets.com/arquivos/ids/233306-170-170?v=1765385869&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Crema de leche uat 36 sin TACC Las Tres Niñas 500 cc. </span>","$ 578,00",,,https://carrefourar.vtexassets.com/arquivos/ids/200629-170-170?v=1765386367&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Crema de leche uat 36 sin TACC Las Tres Niñas 200 cc. </span>","$ 262,50",,,https://carrefourar.vtexassets.com/arquivos/ids/204690-170-170?v=1765384608&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Crema de leche uat 20 sin TACC Las Tres Niñas 500 cc. </span>","$ 571,00",,,https://carrefourar.vtexassets.com/arquivos/ids/202175-170-170?v=1765383344&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Alimento vegetal bebible con maní La Serenísima sin TACC 1 l. </span>","$ 309,00$ 515,00","$ 309,00c/u",2do al 80% Max 24 Unidades iguales ,https://carrefourar.vtexassets.com/arquivos/ids/204397-170-170?v=1765384694&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Comidas listas Mole arroz al curry 200 g. </span>","$ 294,75$ 393,00","$ 294,75c/u",2do al 50% Mi Crf Max 6 Unidades combinable,https://carrefourar.vtexassets.com/arquivos/ids/202904-170-170?v=1765374134&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Comidas listas risotto hongos Mole 200 g. </span>","$ 306,75$ 409,00","$ 306,75c/u",2do al 50% Mi Crf Max 6 Unidades combinable,https://carrefourar.vtexassets.com/arquivos/ids/206099-170-170?v=1765372474&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Comidas listas risotto napolitano Mole 200 g. </span>","$ 294,75$ 393,00","$ 294,75c/u",2do al 50% Mi Crf Max 6 Unidades combinable,https://carrefourar.vtexassets.com/arquivos/ids/206104-170-170?v=1765379130&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Comidas listas polenta mediterránea Mole 200 g. </span>","$ 222,00$ 296,00","$ 222,00c/u",2do al 50% Mi Crf Max 6 Unidades combinable,https://carrefourar.vtexassets.com/arquivos/ids/206105-170-170?v=1765369473&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Snack veganos Veggie garbanzos y finas hierbas 50 g. </span>","$ 205,50",,,https://carrefourar.vtexassets.com/arquivos/ids/179514-170-170?v=1765378091&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Medallón Granja Del Sol quínoa y espinaca veggies 420 g. x 4 uni </span>","$ 588,75$ 785,00","$ 588,75c/u",25% Off Exclusivo Tarjeta Carrefour ,https://carrefourar.vtexassets.com/arquivos/ids/179419-170-170?v=1765379566&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Medallón Granja Del Sol cebolla y arroz veggies 420 g. x 4 uni </span>","$ 588,75$ 785,00","$ 588,75c/u",25% Off Exclusivo Tarjeta Carrefour ,https://carrefourar.vtexassets.com/arquivos/ids/179444-170-170?v=1765373784&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Medallón Granja del Sol calabaza y garbanzo veggies 420 g. x 4 uni </span>","$ 588,75$ 785,00","$ 588,75c/u",25% Off Exclusivo Tarjeta Carrefour ,https://carrefourar.vtexassets.com/arquivos/ids/179432-170-170?v=1765381249&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Medallón Granja Del Sol lentejas y arroz veggies 420 g. x 4 uni </span>","$ 588,75$ 785,00","$ 588,75c/u",25% Off Exclusivo Tarjeta Carrefour ,https://carrefourar.vtexassets.com/arquivos/ids/179438-170-170?v=1765379567&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Alimento bebible a base de almendras La Serenísima 1 l. </span>","$ 336,60$ 561,00","$ 336,60c/u",2do al 80% Max 24 Unidades iguales ,https://carrefourar.vtexassets.com/arquivos/ids/274899-170-170?v=1765384692&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Yogur vegano maracuya Cocoiogo pote 160 g. </span>","$ 360,00",,,https://carrefourar.vtexassets.com/arquivos/ids/186804-170-170?v=1765379566&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Yogur vegano arandanos Cocoiogo pote 160 g. </span>","$ 360,00",,,https://carrefourar.vtexassets.com/arquivos/ids/186807-170-170?v=1765384309&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Yogur vegano frutilla Cocoiogo pote 160 g. </span>","$ 360,00",,,https://carrefourar.vtexassets.com/arquivos/ids/186811-170-170?v=1765384727&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Yogur vegano durazno vainilla Cocoiogo pote 160 g. </span>","$ 360,00",,,https://carrefourar.vtexassets.com/arquivos/ids/186814-170-170?v=1765384728&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Helado de banana split NotIceCream® 330 g. </span>","$ 1.100,00",,,https://carrefourar.vtexassets.com/arquivos/ids/240638-170-170?v=1765373499&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Helado de dulce de leche tentación NotIceCream® 330 g. </span>","$ 1.075,00",,,https://carrefourar.vtexassets.com/arquivos/ids/240633-170-170?v=1765373774&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Ravioles Leofanti s TACC calabaza sin lactosa veganos 360 g. </span>","$ 681,00",,,https://carrefourar.vtexassets.com/arquivos/ids/183881-170-170?v=1765374417&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Helado Haulani leche coco café con chocolate caja x 3 uni </span>","$ 1.200,00",,,https://carrefourar.vtexassets.com/arquivos/ids/177198-170-170?v=1765351767&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Helado Haulani leche coco menta con chocolate caja x 3 uni </span>","$ 1.200,00",,,https://carrefourar.vtexassets.com/arquivos/ids/177200-170-170?v=1765259896&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Helado Haulani leche coco vainilla con choc. caja x 3 uni </span>","$ 1.200,00",,,https://carrefourar.vtexassets.com/arquivos/ids/177203-170-170?v=1765352178&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Helado de chocolate chips NotIceCream® 330 g. </span>","$ 1.110,00",,,https://carrefourar.vtexassets.com/arquivos/ids/240639-170-170?v=1765378081&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Helado de frutillas con crema NotIceCream® 330 g. </span>","$ 1.110,00",,,https://carrefourar.vtexassets.com/arquivos/ids/240632-170-170?v=1765352595&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Barra de arándanos almendra Zafrán sin TACC 22 g. x 3 uni </span>","$ 412,00",,,https://carrefourar.vtexassets.com/arquivos/ids/262128-170-170?v=1765378097&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Medallón veggies Green Life espinaca pimiento 190 g. x 2 uni </span>","$ 236,55$ 315,40","$ 236,55c/u",25% Off Exclusivo Tarjeta Carrefour ,https://carrefourar.vtexassets.com/arquivos/ids/196755-170-170?v=1765384924&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Medallón veggies Green Life arveja brócoli 190 g. x 2 uni </span>","$ 246,00$ 328,00","$ 246,00c/u",25% Off Exclusivo Tarjeta Carrefour ,https://carrefourar.vtexassets.com/arquivos/ids/196756-170-170?v=1765382520&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Medallón veggies Green Life lenteja zanahoria 190 g. x 2 uni </span>","$ 244,50$ 326,00","$ 244,50c/u",25% Off Exclusivo Tarjeta Carrefour ,https://carrefourar.vtexassets.com/arquivos/ids/196758-170-170?v=1765382529&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Medallón veggies Green Life calabaza choclo 190 g. x 2 uni </span>","$ 236,55$ 315,40","$ 236,55c/u",25% Off Exclusivo Tarjeta Carrefour ,https://carrefourar.vtexassets.com/arquivos/ids/196757-170-170?v=1765382520&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Cacao amargo puro Dicomere doy pack 200 g. </span>","$ 1.385,00",,,https://carrefourar.vtexassets.com/arquivos/ids/197071-170-170?v=1765384984&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Harina de algarroba Dicomere doy pack 200 g. </span>","$ 807,00",,,https://carrefourar.vtexassets.com/arquivos/ids/197067-170-170?v=1765374117&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Harina de arroz Dicomere paquete 1000 g. </span>","$ 426,00",,,https://carrefourar.vtexassets.com/arquivos/ids/197063-170-170?v=1765374205&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Harina de coco Dicomere doy pack 200 g. </span>","$ 908,00",,,https://carrefourar.vtexassets.com/arquivos/ids/201470-170-170?v=1765380648&width=170&height=170&aspect=true
Carrefour,seccion,ARG,"<span class=""vtex-product-summary-2-x-productBrand vtex-product-summary-2-x-brandName t-body"">Soja texturizada Dicomere paquete 350 g. </span>","$ 236,00",,,https://carrefourar.vtexassets.com/arquivos/ids/197070-170-170?v=1765384135&width=170&height=170&aspect=true
